sentence,tokens,labels
One theory proposes that the eruption of the White River Ash about 1900 years ago from Mount Churchill in the St. Elias Mountains displaced people from the region of Kluane Lake into the relatively ash-free Yukon valley .,"['One' 'theory' 'proposes' 'that' 'the' 'eruption' 'of' 'the' 'White'
 'River' 'Ash' 'about' '1900' 'years' 'ago' 'from' 'Mount' 'Churchill'
 'in' 'the' 'St.' 'Elias' 'Mountains' 'displaced' 'people' 'from' 'the'
 'region' 'of' 'Kluane' 'Lake' 'into' 'the' 'relatively' 'ash-free'
 'Yukon' 'valley' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
"The oldest , dating from 1949 , is still roadworthy and is currently on loan to the Museum of Transport in Manchester .","['The' 'oldest' ',' 'dating' 'from' '1949' ',' 'is' 'still' 'roadworthy'
 'and' 'is' 'currently' 'on' 'loan' 'to' 'the' 'Museum' 'of' 'Transport'
 'in' 'Manchester' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
The squadron will obtain four of the C-27Js .,['The' 'squadron' 'will' 'obtain' 'four' 'of' 'the' 'C-27Js' '.'],[0 0 0 0 0 0 0 0 0]
"Under the name Toe Fat they released two LPs , but only the first featured Hensley .","['Under' 'the' 'name' 'Toe' 'Fat' 'they' 'released' 'two' 'LPs' ',' 'but'
 'only' 'the' 'first' 'featured' 'Hensley' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
In Trstenik a `` Ribnikar Day '' ( Ribnikrevi dani ) is organized in his honor .,"['In' 'Trstenik' 'a' '``' 'Ribnikar' 'Day' ""''"" '(' 'Ribnikrevi' 'dani'
 ')' 'is' 'organized' 'in' 'his' 'honor' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
The view of the Scafells is good and Ill Bell also gives a fine view of Windermere .,"['The' 'view' 'of' 'the' 'Scafells' 'is' 'good' 'and' 'Ill' 'Bell' 'also'
 'gives' 'a' 'fine' 'view' 'of' 'Windermere' '.']",[0 0 0 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0]
The Government of South Korea claimed this flight of P-1 was menacing and unfriendly to the warship of a neighbour country which was operating a rescue mission in the high seas .,"['The' 'Government' 'of' 'South' 'Korea' 'claimed' 'this' 'flight' 'of'
 'P-1' 'was' 'menacing' 'and' 'unfriendly' 'to' 'the' 'warship' 'of' 'a'
 'neighbour' 'country' 'which' 'was' 'operating' 'a' 'rescue' 'mission'
 'in' 'the' 'high' 'seas' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Parts of Ice Mountain are barren , but the majority of the ridge is covered in mountain laurel ( `` Kalmia latifolia `` ) , sweet birch ( `` Betula lenta `` ) , and Virginia pine ( `` Pinus virginiana '' ) .","['Parts' 'of' 'Ice' 'Mountain' 'are' 'barren' ',' 'but' 'the' 'majority'
 'of' 'the' 'ridge' 'is' 'covered' 'in' 'mountain' 'laurel' '(' '``'
 'Kalmia' 'latifolia' '``' ')' ',' 'sweet' 'birch' '(' '``' 'Betula'
 'lenta' '``' ')' ',' 'and' 'Virginia' 'pine' '(' '``' 'Pinus'
 'virginiana' ""''"" ')' '.']","[0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
"The buses pull to a stop at the gate in front of The Hill , and the Tigers gather at the top , where each player proceeds to rub `` Howard 's Rock , '' which is an imported rock from Death Valley , California that was presented to Frank Howard in 1967 .","['The' 'buses' 'pull' 'to' 'a' 'stop' 'at' 'the' 'gate' 'in' 'front' 'of'
 'The' 'Hill' ',' 'and' 'the' 'Tigers' 'gather' 'at' 'the' 'top' ','
 'where' 'each' 'player' 'proceeds' 'to' 'rub' '``' 'Howard' ""'s"" 'Rock'
 ',' ""''"" 'which' 'is' 'an' 'imported' 'rock' 'from' 'Death' 'Valley' ','
 'California' 'that' 'was' 'presented' 'to' 'Frank' 'Howard' 'in' '1967'
 '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0]"
Lewistown was also the site of a gold rush when gold was discovered in the nearby Judith Mountains in 1880 .,"['Lewistown' 'was' 'also' 'the' 'site' 'of' 'a' 'gold' 'rush' 'when'
 'gold' 'was' 'discovered' 'in' 'the' 'nearby' 'Judith' 'Mountains' 'in'
 '1880' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0]
"The first Isma'ili was established in 885 by the missionary ( ) Ibn Hawshab in Yemen , at the fortress of Bayt Rayb in the Maswar mountains near Sana ' a , as a centre of operations for the Isma 'ili missionary activity ( ) .","['The' 'first' ""Isma'ili"" 'was' 'established' 'in' '885' 'by' 'the'
 'missionary' '(' ')' 'Ibn' 'Hawshab' 'in' 'Yemen' ',' 'at' 'the'
 'fortress' 'of' 'Bayt' 'Rayb' 'in' 'the' 'Maswar' 'mountains' 'near'
 'Sana' ""'"" 'a' ',' 'as' 'a' 'centre' 'of' 'operations' 'for' 'the' 'Isma'
 ""'ili"" 'missionary' 'activity' '(' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
Little Yosemite Valley is a smaller glacial valley upstream in the Merced River drainage from the Yosemite Valley in Yosemite National Park .,"['Little' 'Yosemite' 'Valley' 'is' 'a' 'smaller' 'glacial' 'valley'
 'upstream' 'in' 'the' 'Merced' 'River' 'drainage' 'from' 'the' 'Yosemite'
 'Valley' 'in' 'Yosemite' 'National' 'Park' '.']",[1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0]
"North of Mohave Valley , mudslides destroyed two homes and damaged twenty-five others , resulting in roughly $ 600,000 in losses .","['North' 'of' 'Mohave' 'Valley' ',' 'mudslides' 'destroyed' 'two' 'homes'
 'and' 'damaged' 'twenty-five' 'others' ',' 'resulting' 'in' 'roughly' '$'
 '600,000' 'in' 'losses' '.']",[1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"In the north side there are the mountains , from the Southern Carpathians group – the Făgăraș Mountains with Moldoveanu Peak ( 2,544 m ) , Negoiu Peak ( 2,535 m ) and Vânătoarea lui Buteanu peak ( 2,508 m ) towering the region , and in the North-East part the Leaotă Mountains .","['In' 'the' 'north' 'side' 'there' 'are' 'the' 'mountains' ',' 'from'
 'the' 'Southern' 'Carpathians' 'group' '–' 'the' 'Făgăraș' 'Mountains'
 'with' 'Moldoveanu' 'Peak' '(' '2,544' 'm' ')' ',' 'Negoiu' 'Peak' '('
 '2,535' 'm' ')' 'and' 'Vânătoarea' 'lui' 'Buteanu' 'peak' '(' '2,508' 'm'
 ')' 'towering' 'the' 'region' ',' 'and' 'in' 'the' 'North-East' 'part'
 'the' 'Leaotă' 'Mountains' '.']","[0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 2 0 1 2 0 0 0 0 0 1 2 0 0 0 0 0 1 2 2 2
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0]"
"Rasmussen College concentrates on programs in the following areas : health sciences , nursing , business , technology and design , criminal justice , and early education .","['Rasmussen' 'College' 'concentrates' 'on' 'programs' 'in' 'the'
 'following' 'areas' ':' 'health' 'sciences' ',' 'nursing' ',' 'business'
 ',' 'technology' 'and' 'design' ',' 'criminal' 'justice' ',' 'and'
 'early' 'education' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
The battalion would remain in the Philippines until its deactivation in April 1946 .,"['The' 'battalion' 'would' 'remain' 'in' 'the' 'Philippines' 'until' 'its'
 'deactivation' 'in' 'April' '1946' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Pernic Bluff ( ) is an ice-covered bluff , 1060 m , at the south end of Kelly Plateau and Carlstrom Foothills in Churchill Mountains .","['Pernic' 'Bluff' '(' ')' 'is' 'an' 'ice-covered' 'bluff' ',' '1060' 'm'
 ',' 'at' 'the' 'south' 'end' 'of' 'Kelly' 'Plateau' 'and' 'Carlstrom'
 'Foothills' 'in' 'Churchill' 'Mountains' '.']",[1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0]
He was the elder brother of Kannada writer Yashwant Vithoba Chittal .He held several administrative positions for the Government of India and audited several Indian Embassies and Consulates .,"['He' 'was' 'the' 'elder' 'brother' 'of' 'Kannada' 'writer' 'Yashwant'
 'Vithoba' 'Chittal' '.He' 'held' 'several' 'administrative' 'positions'
 'for' 'the' 'Government' 'of' 'India' 'and' 'audited' 'several' 'Indian'
 'Embassies' 'and' 'Consulates' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
The men 's cross-country competition at the 2014 Asian Games was held on 30 September 2014 at the Yeongjong Baegunsan MTB Course .,"['The' 'men' ""'s"" 'cross-country' 'competition' 'at' 'the' '2014' 'Asian'
 'Games' 'was' 'held' 'on' '30' 'September' '2014' 'at' 'the' 'Yeongjong'
 'Baegunsan' 'MTB' 'Course' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Guru Dutt had reportedly gifted Raj Khosla a swanky foreign car after the success of `` C.I.D . ``,"['Guru' 'Dutt' 'had' 'reportedly' 'gifted' 'Raj' 'Khosla' 'a' 'swanky'
 'foreign' 'car' 'after' 'the' 'success' 'of' '``' 'C.I.D' '.' '``']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"After months of preparation, I finally stood at the summit of Broad Peak, feeling an overwhelming sense of accomplishment as I gazed out at the breathtaking Karakoram landscape.","['After' 'months' 'of' 'preparation' ',' 'I' 'finally' 'stood' 'at' 'the'
 'summit' 'of' 'Broad' 'Peak' ',' 'feeling' 'an' 'overwhelming' 'sense'
 'of' 'accomplishment' 'as' 'I' 'gazed' 'out' 'at' 'the' 'breathtaking'
 'Karakoram' 'landscape' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Later , Bhima slays the rakshasa Hidimba and he is beseeched by Hidimbi , Hidimba 's sister , to wed her .","['Later' ',' 'Bhima' 'slays' 'the' 'rakshasa' 'Hidimba' 'and' 'he' 'is'
 'beseeched' 'by' 'Hidimbi' ',' 'Hidimba' ""'s"" 'sister' ',' 'to' 'wed'
 'her' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"His royal titles included “ merciless hero in battle , crusher of the enemies of Aššur , strong shackle binding the insubmissive , one who puts the insubordinate to flight , …murderer of the extensive army of the Ahlamȗ ( and ) scatterer of their forces , the one who … defeats the lands of [ … ] , the Lullubû , all the Qutu and their entire mountainous region and subdues them at his feet… ” He styled himself `` mutēr gimilli māt Aššur '' , “ avenger of Assyria , ” and seems to have directed his earlier campaigns to the east , as a broken chronicle records his campaign staged from Erbil into the disputed Zagros mountains where his shock troops ( `` ḫurādu `` ) encountered the Babylonian king Ninurta-nādin-šumi , here called Ninurta-nādin- '' šumāti '' , whose forces characteristically “ fled , ” a recurring motif in Assyrian accounts of their relationship with their southern neighbour .","['His' 'royal' 'titles' 'included' '“' 'merciless' 'hero' 'in' 'battle'
 ',' 'crusher' 'of' 'the' 'enemies' 'of' 'Aššur' ',' 'strong' 'shackle'
 'binding' 'the' 'insubmissive' ',' 'one' 'who' 'puts' 'the'
 'insubordinate' 'to' 'flight' ',' '…murderer' 'of' 'the' 'extensive'
 'army' 'of' 'the' 'Ahlamȗ' '(' 'and' ')' 'scatterer' 'of' 'their'
 'forces' ',' 'the' 'one' 'who' '…' 'defeats' 'the' 'lands' 'of' '[' '…'
 ']' ',' 'the' 'Lullubû' ',' 'all' 'the' 'Qutu' 'and' 'their' 'entire'
 'mountainous' 'region' 'and' 'subdues' 'them' 'at' 'his' 'feet…' '”' 'He'
 'styled' 'himself' '``' 'mutēr' 'gimilli' 'māt' 'Aššur' ""''"" ',' '“'
 'avenger' 'of' 'Assyria' ',' '”' 'and' 'seems' 'to' 'have' 'directed'
 'his' 'earlier' 'campaigns' 'to' 'the' 'east' ',' 'as' 'a' 'broken'
 'chronicle' 'records' 'his' 'campaign' 'staged' 'from' 'Erbil' 'into'
 'the' 'disputed' 'Zagros' 'mountains' 'where' 'his' 'shock' 'troops' '('
 '``' 'ḫurādu' '``' ')' 'encountered' 'the' 'Babylonian' 'king'
 'Ninurta-nādin-šumi' ',' 'here' 'called' 'Ninurta-nādin-' ""''"" 'šumāti'
 ""''"" ',' 'whose' 'forces' 'characteristically' '“' 'fled' ',' '”' 'a'
 'recurring' 'motif' 'in' 'Assyrian' 'accounts' 'of' 'their'
 'relationship' 'with' 'their' 'southern' 'neighbour' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
It still appeared on maps as of 1873 .,['It' 'still' 'appeared' 'on' 'maps' 'as' 'of' '1873' '.'],[0 0 0 0 0 0 0 0 0]
"In May 2013 , CQS was given three awards at the Financial News Awards for Excellence in Institutional Hedge Fund Management , Europe : Best Hedge Fund Manager Overall , Best Hedge Fund Manager in Credit , and Best Multi-Hedge Fund Manager .","['In' 'May' '2013' ',' 'CQS' 'was' 'given' 'three' 'awards' 'at' 'the'
 'Financial' 'News' 'Awards' 'for' 'Excellence' 'in' 'Institutional'
 'Hedge' 'Fund' 'Management' ',' 'Europe' ':' 'Best' 'Hedge' 'Fund'
 'Manager' 'Overall' ',' 'Best' 'Hedge' 'Fund' 'Manager' 'in' 'Credit' ','
 'and' 'Best' 'Multi-Hedge' 'Fund' 'Manager' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
He is regarded as an expert on renewable energy and energy ties between the United States and Mexico .,"['He' 'is' 'regarded' 'as' 'an' 'expert' 'on' 'renewable' 'energy' 'and'
 'energy' 'ties' 'between' 'the' 'United' 'States' 'and' 'Mexico' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"The summit is the highest ground for over , before the Scandinavian Mountains in western Norway are reached , which contain many peaks higher than Ben Nevis .","['The' 'summit' 'is' 'the' 'highest' 'ground' 'for' 'over' ',' 'before'
 'the' 'Scandinavian' 'Mountains' 'in' 'western' 'Norway' 'are' 'reached'
 ',' 'which' 'contain' 'many' 'peaks' 'higher' 'than' 'Ben' 'Nevis' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0]
"Kirat Chuli, a majestic peak in the Himalayas, beckons adventure-seekers from around the world with its breathtaking vistas and challenging climbs. The recent snowfall on Kirat Chuli has caused a surge in avalanches, prompting local authorities to issue warnings to trekkers planning to ascend the mountain.","['Kirat' 'Chuli' ',' 'a' 'majestic' 'peak' 'in' 'the' 'Himalayas' ','
 'beckons' 'adventure' '-' 'seekers' 'from' 'around' 'the' 'world' 'with'
 'its' 'breathtaking' 'vistas' 'and' 'challenging' 'climbs' '.' 'The'
 'recent' 'snowfall' 'on' 'Kirat' 'Chuli' 'has' 'caused' 'a' 'surge' 'in'
 'avalanches' ',' 'prompting' 'local' 'authorities' 'to' 'issue'
 'warnings' 'to' 'trekkers' 'planning' 'to' 'ascend' 'the' 'mountain' '.']","[1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"The Delta River originates on the south side of the range , near Paxson , and flows north `` through '' the mountains ( between the Delta Mountains and the Hayes Range , to the west ) to join the Tanana River .","['The' 'Delta' 'River' 'originates' 'on' 'the' 'south' 'side' 'of' 'the'
 'range' ',' 'near' 'Paxson' ',' 'and' 'flows' 'north' '``' 'through' ""''""
 'the' 'mountains' '(' 'between' 'the' 'Delta' 'Mountains' 'and' 'the'
 'Hayes' 'Range' ',' 'to' 'the' 'west' ')' 'to' 'join' 'the' 'Tanana'
 'River' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 2 0 0 0 0 0
 0 0 0 0 0 0]"
"She graduated from high school in 1918 , and began working as a stenographer at a local law office .","['She' 'graduated' 'from' 'high' 'school' 'in' '1918' ',' 'and' 'began'
 'working' 'as' 'a' 'stenographer' 'at' 'a' 'local' 'law' 'office' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
It seems to have originated in eastern tropical Africa and spread from there to Europe and eastwards into Asia to the Tian Shan rang e .,"['It' 'seems' 'to' 'have' 'originated' 'in' 'eastern' 'tropical' 'Africa'
 'and' 'spread' 'from' 'there' 'to' 'Europe' 'and' 'eastwards' 'into'
 'Asia' 'to' 'the' 'Tian' 'Shan' 'rang' 'e' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0]
"Retiring following the 1984–1985 season , he received the NBA 's J. Walter Kennedy Citizenship Award in 1985 for his outstanding service to the community .","['Retiring' 'following' 'the' '1984–1985' 'season' ',' 'he' 'received'
 'the' 'NBA' ""'s"" 'J.' 'Walter' 'Kennedy' 'Citizenship' 'Award' 'in'
 '1985' 'for' 'his' 'outstanding' 'service' 'to' 'the' 'community' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Forehand & amp ; Wadsworth ( later known as Forehand Arms ) was an America n firearms manufacturing company based in Worcester , Massachusetts .","['Forehand' '&' 'amp' ';' 'Wadsworth' '(' 'later' 'known' 'as' 'Forehand'
 'Arms' ')' 'was' 'an' 'America' 'n' 'firearms' 'manufacturing' 'company'
 'based' 'in' 'Worcester' ',' 'Massachusetts' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"It won the 2000 International Association of Culinary Professionals ( IACP ) Cookbook of the Year award , as well as the IACP 's best designed cookbook and best first cookbook awards .","['It' 'won' 'the' '2000' 'International' 'Association' 'of' 'Culinary'
 'Professionals' '(' 'IACP' ')' 'Cookbook' 'of' 'the' 'Year' 'award' ','
 'as' 'well' 'as' 'the' 'IACP' ""'s"" 'best' 'designed' 'cookbook' 'and'
 'best' 'first' 'cookbook' 'awards' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
The mountain appears in the Clingmans Dome quad on USGS topographical maps .,"['The' 'mountain' 'appears' 'in' 'the' 'Clingmans' 'Dome' 'quad' 'on'
 'USGS' 'topographical' 'maps' '.']",[0 0 0 0 0 1 2 0 0 0 0 0 0]
"Nobles County sits atop the Buffalo Ridge , a large expanse of rolling hills in southwestern Minnesota reaching a height of 1,995 ' ( 608m ) ASL .","['Nobles' 'County' 'sits' 'atop' 'the' 'Buffalo' 'Ridge' ',' 'a' 'large'
 'expanse' 'of' 'rolling' 'hills' 'in' 'southwestern' 'Minnesota'
 'reaching' 'a' 'height' 'of' '1,995' ""'"" '(' '608m' ')' 'ASL' '.']",[0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Grampian Police Pipe Band on their album `` Pipes and Drums of Scotland `` , song no .","['Grampian' 'Police' 'Pipe' 'Band' 'on' 'their' 'album' '``' 'Pipes' 'and'
 'Drums' 'of' 'Scotland' '``' ',' 'song' 'no' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Teacher Katherine Klekas took home Best Director .,['Teacher' 'Katherine' 'Klekas' 'took' 'home' 'Best' 'Director' '.'],[0 0 0 0 0 0 0 0]
"The survivors were banished , along with Sarimao , to Mount Kulasi .","['The' 'survivors' 'were' 'banished' ',' 'along' 'with' 'Sarimao' ',' 'to'
 'Mount' 'Kulasi' '.']",[0 0 0 0 0 0 0 0 0 0 1 2 0]
"The ID does not replace existing government identification cards that serve a purpose beyond identity authentication , such as the driving license , passport , and UMID .","['The' 'ID' 'does' 'not' 'replace' 'existing' 'government'
 'identification' 'cards' 'that' 'serve' 'a' 'purpose' 'beyond' 'identity'
 'authentication' ',' 'such' 'as' 'the' 'driving' 'license' ',' 'passport'
 ',' 'and' 'UMID' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
It is set in the White Mountains and is surrounded by the White Mountain National Forest .,"['It' 'is' 'set' 'in' 'the' 'White' 'Mountains' 'and' 'is' 'surrounded'
 'by' 'the' 'White' 'Mountain' 'National' 'Forest' '.']",[0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0]
"From 1984 to 2009 , tourism grew to become the dominant factor in Oaxaca 's economy .","['From' '1984' 'to' '2009' ',' 'tourism' 'grew' 'to' 'become' 'the'
 'dominant' 'factor' 'in' 'Oaxaca' ""'s"" 'economy' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"On 22 November 1864 , Federal reports confirmed that John Bell Hood 's Confederate Army of Tennessee was advancing north into Tennessee from Florence , Alabama .","['On' '22' 'November' '1864' ',' 'Federal' 'reports' 'confirmed' 'that'
 'John' 'Bell' 'Hood' ""'s"" 'Confederate' 'Army' 'of' 'Tennessee' 'was'
 'advancing' 'north' 'into' 'Tennessee' 'from' 'Florence' ',' 'Alabama'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"He led over the first category 1 climb , the Ballon d'Alsace .","['He' 'led' 'over' 'the' 'first' 'category' '1' 'climb' ',' 'the' 'Ballon'
 ""d'Alsace"" '.']",[0 0 0 0 0 0 0 0 0 0 1 2 0]
"This lasted until 1997 , when the course became the Las Vegas National Golf Club .","['This' 'lasted' 'until' '1997' ',' 'when' 'the' 'course' 'became' 'the'
 'Las' 'Vegas' 'National' 'Golf' 'Club' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Automatic Duck 's first product , an After Effects import plug-in that could read Avid OMF exports , was called Automatic Composition Import and shipped just before the National Association of Broadcasters exposition in April 2001 .","['Automatic' 'Duck' ""'s"" 'first' 'product' ',' 'an' 'After' 'Effects'
 'import' 'plug-in' 'that' 'could' 'read' 'Avid' 'OMF' 'exports' ',' 'was'
 'called' 'Automatic' 'Composition' 'Import' 'and' 'shipped' 'just'
 'before' 'the' 'National' 'Association' 'of' 'Broadcasters' 'exposition'
 'in' 'April' '2001' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"the stretch of the Reuss river between Lucerne and Honau , along Rooterberg hill ( connecting to Lake Zug with the territory of Meierskappel municipality ) ;","['the' 'stretch' 'of' 'the' 'Reuss' 'river' 'between' 'Lucerne' 'and'
 'Honau' ',' 'along' 'Rooterberg' 'hill' '(' 'connecting' 'to' 'Lake'
 'Zug' 'with' 'the' 'territory' 'of' 'Meierskappel' 'municipality' ')' ';']",[0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0]
"The rest is elevated into the highest point of Mount Galunggung 2,168 metres .","['The' 'rest' 'is' 'elevated' 'into' 'the' 'highest' 'point' 'of' 'Mount'
 'Galunggung' '2,168' 'metres' '.']",[0 0 0 0 0 0 0 0 0 1 2 0 0 0]
"In 2004 it served as the home of the San Francisco Freedom , the city 's Pro Cricket team .","['In' '2004' 'it' 'served' 'as' 'the' 'home' 'of' 'the' 'San' 'Francisco'
 'Freedom' ',' 'the' 'city' ""'s"" 'Pro' 'Cricket' 'team' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Further south is the muddy valley of the Douve river , Ploegsteert Wood ( Plugstreet to the British ) and Hill 63 .","['Further' 'south' 'is' 'the' 'muddy' 'valley' 'of' 'the' 'Douve' 'river'
 ',' 'Ploegsteert' 'Wood' '(' 'Plugstreet' 'to' 'the' 'British' ')' 'and'
 'Hill' '63' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0]
